Station,Date,Time,DO,BOD,pH,Nitrate,Ammonia,Turbidity,FecalColiform,Temperature,Conductivity,FlowRate,Phosphate
Kolkata,2021-01-08,00:00:00,9.38,3.27,7.94,5.18,0.55,2.27,397.41,25.0,215.42,4.49,1.42
Gangotri,2021-01-09,00:00:00,8.84,3.6,7.4,4.83,0.36,1.96,2.0,25.0,228.39,4.35,0.9
Rishikesh,2021-01-09,00:00:00,8.12,3.74,7.83,5.85,0.44,2.49,86.78,25.0,264.67,3.51,1.48
Haridwar,2021-01-09,00:00:00,8.01,3.74,7.3,5.12,0.47,1.94,535.25,25.0,260.34,3.98,1.01
Kanpur,2021-01-09,00:00:00,8.2,3.76,7.12,5.23,0.48,3.08,61.36,25.0,229.52,3.61,1.01
Allahabad,2021-01-09,00:00:00,8.16,4.02,7.33,5.21,0.38,5.22,149.6,25.0,310.01,4.27,0.82
Varanasi,2021-01-09,00:00:00,8.36,3.13,6.88,4.64,0.6,2.33,151.05,25.0,256.58,3.49,0.93
Patna,2021-01-09,00:00:00,8.39,3.13,6.82,5.16,0.47,2.41,179.14,25.0,236.56,3.88,0.92
Kolkata,2021-01-09,00:00:00,7.71,3.61,7.67,4.84,0.5,5.45,578.81,25.0,234.94,4.5,1.15
Gangotri,2021-01-10,00:00:00,8.15,3.83,6.82,13.17,0.35,3.21,51.29,25.0,289.04,2.92,0.94
Rishikesh,2021-01-10,00:00:00,8.4,3.35,7.21,5.16,0.56,3.12,765.11,25.0,272.4,4.44,1.54
Haridwar,2021-01-10,00:00:00,7.72,3.75,7.63,5.0,0.65,2.93,103.04,25.0,299.88,3.64,1.2
Kanpur,2021-01-10,00:00:00,8.48,3.39,7.01,5.65,0.48,6.18,40.51,25.0,239.25,4.06,0.92
Allahabad,2021-01-10,00:00:00,8.7,3.8,8.32,4.64,0.39,2.97,411.27,25.0,225.6,3.88,1.27
Varanasi,2021-01-10,00:00:00,8.71,3.62,8.31,5.29,0.43,1.81,61.17,25.0,245.5,3.08,1.26
Patna,2021-01-10,00:00:00,9.38,3.48,7.01,5.29,0.59,2.32,552.65,25.0,245.99,4.06,1.06
Kolkata,2021-01-10,00:00:00,8.0,2.84,7.76,4.54,0.61,1.0,211.55,25.0,288.48,4.58,1.04
Gangotri,2021-01-11,00:00:00,8.11,3.68,6.95,4.95,0.58,3.93,120.5,25.0,253.72,3.96,1.32
Rishikesh,2021-01-11,00:00:00,8.94,3.69,7.88,5.37,0.51,4.67,368.54,25.0,232.78,3.35,0.72
Haridwar,2021-01-11,00:00:00,9.01,3.28,7.67,5.35,0.36,3.35,137.44,25.0,231.61,4.87,1.16
Kanpur,2021-01-11,00:00:00,8.04,3.58,7.41,5.35,0.48,1.69,38.11,25.0,209.82,3.83,0.81
Allahabad,2021-01-11,00:00:00,8.34,3.64,7.87,4.62,0.52,3.82,491.36,25.0,295.91,3.78,0.95
Varanasi,2021-01-11,00:00:00,7.99,3.7,7.16,5.41,0.42,1.27,67.49,25.0,187.96,4.57,0.82
Patna,2021-01-11,00:00:00,8.38,3.78,7.1,4.71,0.57,1.73,436.1,25.0,224.26,3.66,1.08
Kolkata,2021-01-11,00:00:00,8.85,3.36,7.43,4.7,0.57,2.17,2.0,25.0,230.64,3.9,1.51
Gangotri,2021-01-12,00:00:00,8.56,3.64,6.58,5.24,0.54,0.73,337.19,25.0,263.5,4.28,0.75
Rishikesh,2021-01-12,00:00:00,8.92,3.62,7.48,5.81,0.52,2.29,483.44,25.0,307.34,4.87,1.28
Haridwar,2021-01-12,00:00:00,8.52,3.7,7.49,5.27,0.4,2.59,2.0,25.0,284.21,4.55,0.82
Kanpur,2021-01-12,00:00:00,8.08,3.76,8.14,5.0,0.54,3.27,2.0,25.0,246.68,3.95,1.33
Allahabad,2021-01-12,00:00:00,8.37,3.41,7.3,4.34,0.55,3.93,2.0,25.0,245.71,3.89,1.21
Varanasi,2021-01-12,00:00:00,9.31,3.51,8.17,5.46,0.53,1.99,2.0,25.0,238.71,4.06,0.81
Patna,2021-01-12,00:00:00,8.44,3.54,7.56,4.79,0.57,2.55,165.48,25.0,248.11,4.02,0.97
Kolkata,2021-01-12,00:00:00,9.34,3.9,7.41,5.19,0.59,2.93,2.0,25.0,301.76,3.26,0.53
Gangotri,2021-01-13,00:00:00,9.74,3.65,6.92,4.76,0.5,2.4,140.18,25.0,273.61,3.77,0.76
Rishikesh,2021-01-13,00:00:00,9.22,3.27,7.09,4.82,0.5,2.98,689.96,25.0,226.93,4.95,1.43
Haridwar,2021-01-13,00:00:00,8.82,3.38,7.73,5.19,0.54,6.49,2.0,25.0,219.52,2.47,1.12
Kanpur,2021-01-13,00:00:00,8.19,3.21,6.87,4.66,0.42,3.75,347.53,25.0,253.95,4.37,1.03
Allahabad,2021-01-13,00:00:00,8.35,4.11,7.29,5.54,0.44,1.62,2.0,25.0,240.96,4.36,0.96
Varanasi,2021-01-13,00:00:00,7.58,3.16,7.35,4.98,0.51,1.47,610.6,67.41,208.27,3.95,0.55
Patna,2021-01-13,00:00:00,8.03,3.67,8.0,5.74,0.54,1.72,2.0,25.0,249.66,4.1,1.55
Kolkata,2021-01-13,00:00:00,9.64,3.64,7.5,5.18,0.49,3.22,2.0,25.0,234.19,4.33,1.02
Gangotri,2021-01-14,00:00:00,8.38,3.65,6.69,4.89,0.41,3.46,352.83,25.0,236.47,4.15,0.94
Rishikesh,2021-01-14,00:00:00,7.99,3.58,6.98,4.92,0.45,0.88,2.0,25.0,260.2,4.8,0.79
Haridwar,2021-01-14,00:00:00,7.76,3.44,7.52,4.27,0.62,1.28,404.51,25.0,259.24,3.37,1.3
Kanpur,2021-01-14,00:00:00,8.24,8.52,7.68,5.48,0.75,4.6,230.43,25.0,262.93,3.83,1.06
Allahabad,2021-01-14,00:00:00,8.25,3.51,7.38,5.35,0.31,4.25,256.93,25.0,223.7,4.9,1.0
Varanasi,2021-01-14,00:00:00,9.25,3.14,6.96,3.72,0.48,2.42,174.58,25.0,246.22,3.1,1.03
Patna,2021-01-14,00:00:00,8.5,3.66,7.19,5.46,0.61,6.52,512.55,25.0,263.99,3.24,1.32
Kolkata,2021-01-14,00:00:00,7.76,3.4,7.77,4.93,0.42,1.91,538.48,25.0,257.0,4.16,0.76
Gangotri,2021-01-15,00:00:00,8.69,3.12,8.03,5.92,0.27,5.14,311.78,25.0,268.02,3.96,1.33
Rishikesh,2021-01-15,00:00:00,8.09,3.45,7.18,5.48,0.38,1.96,265.16,25.0,263.8,3.64,1.58
Haridwar,2021-01-15,00:00:00,9.39,3.59,7.52,4.57,0.47,1.3,442.11,61.28,208.1,3.14,1.17
Kanpur,2021-01-15,00:00:00,7.55,3.46,6.68,4.34,0.52,3.56,815.88,25.0,230.44,3.72,0.73
Allahabad,2021-01-15,00:00:00,8.88,3.3,7.54,5.05,0.63,2.19,478.48,25.0,243.84,3.86,0.7
Varanasi,2021-01-15,00:00:00,8.13,3.0,7.51,4.52,0.62,4.78,449.04,25.0,246.67,4.38,1.07
Patna,2021-01-15,00:00:00,8.84,3.59,6.99,4.93,0.42,4.19,2.0,25.0,263.87,3.82,0.82
Kolkata,2021-01-15,00:00:00,9.2,3.36,7.73,5.0,0.52,2.1,338.43,25.0,216.9,3.95,1.15
Gangotri,2021-01-16,00:00:00,8.73,3.12,6.84,4.99,0.69,3.61,52.75,25.0,207.48,4.18,0.62
Rishikesh,2021-01-16,00:00:00,8.46,3.8,7.76,4.56,0.59,2.49,19.57,25.0,231.02,4.26,1.21
Haridwar,2021-01-16,00:00:00,8.45,3.64,7.28,5.77,0.43,3.55,2.0,25.0,283.79,4.2,0.74
Kanpur,2021-01-16,00:00:00,7.37,3.61,7.05,4.91,0.28,3.07,180.59,25.0,257.37,3.6,1.04
Allahabad,2021-01-16,00:00:00,8.96,3.2,7.33,5.17,0.71,4.11,2.0,25.0,267.62,3.46,0.75
Varanasi,2021-01-16,00:00:00,8.83,3.2,6.97,4.71,0.4,2.99,350.85,25.0,256.98,3.78,0.96
Patna,2021-01-16,00:00:00,8.25,4.23,7.47,5.01,0.4,2.64,2.0,25.0,245.24,4.92,1.03
Kolkata,2021-01-16,00:00:00,8.69,3.35,6.5,5.65,0.58,1.59,2.0,25.0,218.36,4.37,0.98
Gangotri,2021-01-17,00:00:00,7.37,3.9,7.62,5.99,0.47,4.25,438.0,25.0,249.32,4.22,1.3
Rishikesh,2021-01-17,00:00:00,7.65,3.45,7.48,4.66,1.08,3.92,711.78,25.0,260.87,2.85,1.16
Haridwar,2021-01-17,00:00:00,7.3,3.66,7.62,4.31,0.52,8.15,276.61,25.0,242.96,3.39,0.79
Kanpur,2021-01-17,00:00:00,8.18,3.6,7.63,4.96,0.58,3.58,306.91,25.0,221.93,4.05,1.03
Allahabad,2021-01-17,00:00:00,9.01,3.34,6.75,4.97,0.56,2.52,2.0,25.0,242.85,6.04,0.94
Varanasi,2021-01-17,00:00:00,8.13,3.36,8.26,4.02,0.46,3.22,197.81,25.0,309.36,3.65,0.6
Patna,2021-01-17,00:00:00,9.17,3.63,7.85,4.81,0.44,4.07,343.11,25.0,222.25,4.0,1.1
Kolkata,2021-01-17,00:00:00,8.2,3.87,7.54,5.99,0.53,4.23,2.0,25.0,230.09,4.14,0.96
Gangotri,2021-01-18,00:00:00,8.17,3.9,7.05,6.17,0.49,2.2,125.02,25.0,239.82,3.83,0.81
Rishikesh,2021-01-18,00:00:00,9.12,3.23,7.58,4.39,0.53,6.29,2.0,25.0,254.95,3.52,0.82
Haridwar,2021-01-18,00:00:00,8.16,3.3,7.95,5.09,0.56,4.34,180.94,25.0,240.95,3.55,0.88
Kanpur,2021-01-18,00:00:00,8.39,3.47,7.92,4.65,0.5,2.8,272.05,25.0,221.52,3.58,1.27
Allahabad,2021-01-18,00:00:00,26.22,3.06,6.73,4.07,0.65,4.4,312.66,25.0,256.5,4.04,0.71
Varanasi,2021-01-18,00:00:00,8.64,3.56,7.61,5.05,0.55,1.79,206.92,25.0,252.95,4.18,0.68
Patna,2021-01-18,00:00:00,9.16,3.72,7.68,5.92,0.66,1.49,186.49,25.0,263.82,3.39,0.49
Kolkata,2021-01-18,00:00:00,7.56,4.14,7.04,5.07,0.5,2.41,28.41,25.0,245.6,4.55,0.59
Gangotri,2021-01-19,00:00:00,8.35,3.05,6.86,4.25,0.51,2.99,434.33,25.0,220.05,3.98,1.34
Rishikesh,2021-01-19,00:00:00,8.53,2.87,6.9,5.07,0.59,2.39,2.0,25.0,279.4,5.01,1.23
Haridwar,2021-01-19,00:00:00,8.07,3.72,7.25,6.08,0.47,2.29,658.0,25.0,259.34,4.17,1.01
Kanpur,2021-01-19,00:00:00,8.56,3.0,7.81,4.6,0.52,6.96,2.0,25.0,302.98,4.03,0.28
Allahabad,2021-01-19,00:00:00,7.61,3.25,7.8,4.47,0.5,1.81,203.42,25.0,273.41,3.8,0.9
Varanasi,2021-01-19,00:00:00,7.75,3.92,7.14,5.43,0.54,1.59,338.5,25.0,244.87,4.04,0.73
Patna,2021-01-19,00:00:00,8.5,3.33,7.81,9.4,0.44,2.25,108.53,25.0,266.35,4.19,0.79
Kolkata,2021-01-19,00:00:00,8.72,3.42,6.97,5.91,0.59,2.08,719.13,25.0,239.0,4.52,1.65
Gangotri,2021-01-20,00:00:00,8.97,3.42,7.74,5.24,0.68,2.22,164.49,25.0,299.7,3.25,1.05
Rishikesh,2021-01-20,00:00:00,8.33,3.2,7.49,5.2,0.24,3.25,168.76,25.0,239.28,4.24,0.69
Haridwar,2021-01-20,00:00:00,7.87,3.89,7.26,4.6,0.49,2.69,2.0,25.0,262.24,4.16,0.93
Kanpur,2021-01-20,00:00:00,8.7,3.12,6.67,5.5,0.27,4.76,19.37,25.0,211.62,3.61,0.96
Allahabad,2021-01-20,00:00:00,7.77,3.67,6.52,5.4,0.35,0.0,4.89,25.0,277.52,3.64,1.04
Varanasi,2021-01-20,00:00:00,9.4,3.66,7.13,4.54,0.49,4.56,566.82,25.0,273.21,3.35,1.0
Patna,2021-01-20,00:00:00,9.19,3.42,7.11,4.95,0.58,1.11,503.48,25.0,206.21,3.85,1.06
Kolkata,2021-01-20,00:00:00,9.4,3.76,6.89,4.69,0.31,2.93,306.22,25.0,284.43,3.68,0.67
Gangotri,2021-01-21,00:00:00,7.34,2.96,7.57,4.9,0.48,2.96,317.8,25.0,238.63,4.17,1.23
Rishikesh,2021-01-21,00:00:00,9.13,3.46,7.34,5.77,0.61,4.88,2.0,25.0,268.27,3.33,1.1
Haridwar,2021-01-21,00:00:00,8.25,3.25,7.5,5.0,0.46,1.59,2.0,25.0,233.24,3.88,1.12
Kanpur,2021-01-21,00:00:00,9.14,3.41,7.86,4.42,0.68,2.83,2.0,25.0,236.66,3.83,0.85
Allahabad,2021-01-21,00:00:00,8.41,3.41,8.02,4.91,0.48,2.52,364.19,25.0,239.63,4.48,1.0
Varanasi,2021-01-21,00:00:00,7.74,3.66,7.3,4.92,0.34,1.32,2.0,25.0,241.82,3.25,1.06
Patna,2021-01-21,00:00:00,8.17,3.48,7.09,5.27,0.5,3.39,126.02,25.0,280.05,4.2,0.8
Kolkata,2021-01-21,00:00:00,7.39,4.13,7.49,5.19,0.65,4.23,109.34,25.0,216.77,3.68,1.09
Gangotri,2021-01-22,00:00:00,8.46,3.61,7.32,4.5,0.65,3.68,360.56,25.0,257.24,4.51,1.27
Rishikesh,2021-01-22,00:00:00,7.93,3.64,6.5,4.55,0.52,7.16,259.99,25.0,236.46,3.98,0.85
Haridwar,2021-01-22,00:00:00,8.35,3.32,8.5,5.13,0.41,1.9,2.0,25.0,242.85,4.11,0.85
Kanpur,2021-01-22,00:00:00,8.44,3.19,7.67,4.46,0.55,2.36,113.61,25.0,283.68,3.65,0.68
Allahabad,2021-01-22,00:00:00,8.26,2.99,8.38,4.84,0.54,2.65,392.69,25.0,234.73,4.18,0.78
Varanasi,2021-01-22,00:00:00,8.15,3.53,7.5,4.63,0.47,1.02,153.07,25.0,278.66,3.26,1.41
Patna,2021-01-22,00:00:00,8.98,3.6,7.87,4.93,0.54,2.03,2.0,25.0,285.78,5.03,1.69
Kolkata,2021-01-22,00:00:00,8.61,3.7,7.6,4.83,0.55,1.83,491.72,25.0,270.37,3.76,0.87
Gangotri,2021-01-23,00:00:00,9.28,3.64,7.22,5.05,0.48,2.83,370.81,25.0,250.62,3.82,0.92
Rishikesh,2021-01-23,00:00:00,8.23,3.52,7.35,5.35,0.53,4.49,252.88,25.0,214.71,3.31,0.92
Haridwar,2021-01-23,00:00:00,9.07,3.39,7.12,4.46,0.44,3.55,482.96,25.0,243.07,3.53,0.96
Kanpur,2021-01-23,00:00:00,9.11,3.1,7.44,4.12,0.55,3.85,362.88,25.0,232.42,4.15,0.91
Allahabad,2021-01-23,00:00:00,8.27,3.15,7.34,4.04,0.64,0.68,899.97,25.0,217.34,3.68,1.13
Varanasi,2021-01-23,00:00:00,8.92,3.64,7.54,5.28,0.64,3.46,336.75,25.0,221.26,3.89,0.7
Patna,2021-01-23,00:00:00,8.42,3.68,7.29,5.83,0.44,4.71,677.91,25.0,245.41,5.11,1.53
Kolkata,2021-01-23,00:00:00,7.25,3.48,6.5,4.3,0.44,3.5,186.18,25.0,279.22,3.77,1.07
Gangotri,2021-01-24,00:00:00,8.9,3.56,7.29,5.14,0.43,4.33,2.0,25.0,248.71,3.69,0.5
Rishikesh,2021-01-24,00:00:00,8.71,3.5,6.55,5.56,0.56,1.08,136.26,25.0,232.76,3.98,1.56
Haridwar,2021-01-24,00:00:00,8.12,3.27,7.91,5.27,0.37,5.92,466.39,25.0,258.74,3.23,1.52
Kanpur,2021-01-24,00:00:00,7.68,3.12,6.69,4.74,0.5,3.02,2.0,25.0,280.37,4.26,1.02
Allahabad,2021-01-24,00:00:00,9.23,2.88,8.48,4.11,0.47,4.52,2.0,25.0,238.35,3.46,1.28
Varanasi,2021-01-24,00:00:00,7.98,3.71,7.25,4.14,0.48,2.18,273.9,25.0,236.13,4.53,1.31
Patna,2021-01-24,00:00:00,9.84,3.69,7.12,5.19,0.44,1.84,179.56,25.0,220.59,4.04,0.7
Kolkata,2021-01-24,00:00:00,9.16,3.57,6.76,4.35,0.6,3.15,244.58,25.0,215.75,4.6,0.97
Gangotri,2021-01-25,00:00:00,7.68,2.87,7.54,4.27,0.45,3.09,2.0,25.0,260.36,4.09,0.68
Rishikesh,2021-01-25,00:00:00,7.64,3.14,7.39,4.64,0.25,2.74,427.52,25.0,230.76,4.98,0.79
Haridwar,2021-01-25,00:00:00,8.66,3.78,7.39,4.87,0.43,3.46,349.41,25.0,242.76,3.38,1.0
Kanpur,2021-01-25,00:00:00,8.82,3.65,6.72,4.71,0.64,6.22,91.43,25.0,258.52,3.48,0.92
Allahabad,2021-01-25,00:00:00,8.34,3.47,7.45,4.47,0.57,4.11,545.08,25.0,295.27,3.9,0.96
Varanasi,2021-01-25,00:00:00,9.36,3.81,7.87,3.99,0.53,6.78,431.94,25.0,254.66,2.92,1.26
Patna,2021-01-25,00:00:00,7.09,3.34,7.14,4.8,0.31,5.28,198.29,25.0,283.42,5.1,0.54
Kolkata,2021-01-25,00:00:00,8.43,3.86,8.0,5.71,0.57,2.32,593.56,25.0,255.01,4.33,0.97
Gangotri,2021-01-26,00:00:00,8.82,3.5,7.26,5.37,0.54,4.45,296.64,25.0,250.05,3.48,0.78
Rishikesh,2021-01-26,00:00:00,7.91,4.19,8.05,5.39,0.46,0.33,157.27,25.0,190.55,4.28,0.93
Haridwar,2021-01-26,00:00:00,8.89,3.6,7.25,5.5,0.63,0.0,141.0,25.0,271.43,3.83,1.24
Kanpur,2021-01-26,00:00:00,8.48,2.86,7.53,4.8,0.54,1.97,452.71,53.17,261.04,3.82,1.05
Allahabad,2021-01-26,00:00:00,8.44,3.79,7.57,5.13,0.59,1.47,2.0,25.0,229.29,4.31,0.6
Varanasi,2021-01-26,00:00:00,8.52,3.29,7.84,4.41,0.58,5.34,514.76,25.0,257.26,4.25,0.63
Patna,2021-01-26,00:00:00,8.52,3.23,7.25,5.22,0.49,2.83,2.0,25.0,247.62,4.39,0.82
Kolkata,2021-01-26,00:00:00,9.31,3.3,7.1,5.45,0.43,3.79,529.94,25.0,233.86,3.19,0.98
Gangotri,2021-01-27,00:00:00,8.73,3.68,7.2,5.16,0.25,2.0,2.0,25.0,283.82,4.15,1.31
Rishikesh,2021-01-27,00:00:00,8.09,4.0,7.3,5.42,0.55,3.74,98.71,25.0,265.16,4.5,0.3
Haridwar,2021-01-27,00:00:00,8.9,3.44,7.41,5.02,0.5,5.24,198.63,25.0,243.8,4.98,1.07
Kanpur,2021-01-27,00:00:00,7.94,3.89,7.95,5.19,0.59,0.1,271.52,25.0,203.08,4.27,0.67
Allahabad,2021-01-27,00:00:00,8.78,3.33,7.07,4.35,0.42,3.93,186.89,25.0,266.33,3.43,1.21
Varanasi,2021-01-27,00:00:00,9.41,2.95,7.0,5.53,0.63,4.3,850.13,25.0,240.0,4.26,1.02
Patna,2021-01-27,00:00:00,8.1,3.39,7.36,4.95,0.62,2.47,333.81,25.0,262.9,3.87,1.24
Kolkata,2021-01-27,00:00:00,9.24,3.2,8.28,4.69,0.34,3.24,28.22,25.0,182.92,8.39,0.78
Gangotri,2021-01-28,00:00:00,8.13,3.35,7.53,5.88,0.54,1.87,164.39,25.0,288.96,4.01,1.44
Rishikesh,2021-01-28,00:00:00,8.01,3.79,7.34,4.32,0.41,1.91,2.0,25.0,244.61,3.92,0.46
Haridwar,2021-01-28,00:00:00,7.85,3.19,7.82,5.54,0.49,0.98,291.61,25.0,295.58,3.08,1.18
Kanpur,2021-01-28,00:00:00,8.45,3.69,6.92,5.38,0.54,1.93,2.0,25.0,261.2,4.4,0.88
Allahabad,2021-01-28,00:00:00,8.99,3.36,7.29,4.76,0.47,1.79,372.33,25.0,279.05,3.98,0.85
Varanasi,2021-01-28,00:00:00,8.44,3.63,7.34,5.17,0.31,1.81,310.16,25.0,280.24,3.39,0.99
Patna,2021-01-28,00:00:00,9.35,3.74,7.48,4.94,0.54,4.21,212.12,25.0,271.44,3.61,1.13
Kolkata,2021-01-28,00:00:00,7.44,4.09,7.39,5.12,0.52,3.21,280.5,25.0,236.19,4.13,0.62
Gangotri,2021-01-29,00:00:00,9.28,3.66,6.5,5.93,0.34,3.38,191.1,25.0,224.09,4.34,1.26
Rishikesh,2021-01-29,00:00:00,8.77,3.8,7.56,4.96,0.37,5.57,2.0,25.0,212.95,4.46,0.97
Haridwar,2021-01-29,00:00:00,8.48,3.74,7.74,5.06,0.5,4.86,721.08,25.0,247.46,4.55,0.96
Kanpur,2021-01-29,00:00:00,9.67,3.69,7.33,5.51,0.48,4.78,321.24,25.0,262.88,3.57,0.91
Allahabad,2021-01-29,00:00:00,8.62,3.45,7.38,5.05,0.45,3.45,2.0,25.0,252.9,4.16,0.65
Varanasi,2021-01-29,00:00:00,8.94,3.16,7.89,4.57,0.37,1.58,2.0,25.0,227.83,3.62,1.03
Patna,2021-01-29,00:00:00,8.56,3.52,7.06,5.4,0.44,4.44,64.77,25.0,274.44,4.1,1.25
Kolkata,2021-01-29,00:00:00,7.81,3.25,7.14,4.61,0.4,5.9,220.92,25.0,240.41,3.14,0.81
Gangotri,2021-01-30,00:00:00,9.59,4.32,7.04,4.73,0.39,2.27,62.86,25.0,240.89,4.19,0.71
Rishikesh,2021-01-30,00:00:00,8.25,3.55,7.5,5.25,0.47,3.2,449.68,25.0,239.13,3.12,0.69
Haridwar,2021-01-30,00:00:00,8.89,3.62,6.93,5.72,0.59,1.48,465.92,25.0,223.81,4.29,1.06
Kanpur,2021-01-30,00:00:00,8.63,3.63,7.68,4.13,0.58,4.88,270.2,25.0,187.41,4.44,0.92
Allahabad,2021-01-30,00:00:00,8.33,3.16,7.01,5.07,0.3,3.76,431.58,25.0,247.4,3.51,0.82
Varanasi,2021-01-30,00:00:00,8.9,3.52,7.85,4.37,0.43,3.82,87.27,25.0,241.28,4.31,0.74
Patna,2021-01-30,00:00:00,9.25,3.46,7.43,4.73,0.51,3.33,2.0,25.0,201.44,4.19,1.14
Kolkata,2021-01-30,00:00:00,8.15,3.35,7.51,5.35,0.65,2.71,2.0,25.0,261.57,3.65,0.87
Gangotri,2021-01-31,00:00:00,8.94,3.77,7.13,5.26,0.61,3.55,711.74,25.0,207.27,3.99,1.0
Rishikesh,2021-01-31,00:00:00,7.74,2.98,7.06,5.02,0.49,3.65,443.46,25.0,273.88,3.54,1.06
Haridwar,2021-01-31,00:00:00,8.81,3.28,8.23,5.23,0.56,3.95,56.81,25.0,231.43,3.39,0.64
Kanpur,2021-01-31,00:00:00,8.29,3.85,7.34,4.65,0.35,5.64,686.24,25.0,232.42,4.77,0.97
Allahabad,2021-01-31,00:00:00,8.29,3.4,7.17,5.24,0.4,4.9,2.0,25.0,223.12,3.8,1.32
Varanasi,2021-01-31,00:00:00,8.67,3.93,7.13,5.37,0.31,1.47,2.0,25.0,217.8,4.5,0.95
Patna,2021-01-31,00:00:00,8.48,3.11,7.99,4.71,0.46,2.25,124.52,25.0,249.32,8.2,1.01
Kolkata,2021-01-31,00:00:00,21.08,3.65,7.53,4.97,0.47,3.57,173.41,25.0,264.04,3.82,0.84
Gangotri,2021-02-01,00:00:00,9.26,3.46,7.76,5.73,0.42,3.48,2.0,27.5,278.48,3.82,0.89
Rishikesh,2021-02-01,00:00:00,8.98,2.76,6.62,4.64,0.49,2.39,239.92,27.5,242.68,4.26,1.5
Haridwar,2021-02-01,00:00:00,9.05,3.32,7.46,4.81,0.48,2.75,767.5,27.5,219.1,3.91,0.87
Kanpur,2021-02-01,00:00:00,8.38,3.58,8.16,4.45,0.41,2.44,2.0,27.5,233.19,4.41,0.75
Allahabad,2021-02-01,00:00:00,8.23,3.71,7.46,4.69,0.41,2.12,242.34,27.5,269.68,3.13,1.25
Varanasi,2021-02-01,00:00:00,8.91,3.06,7.44,5.19,0.58,3.31,188.9,27.5,299.39,4.25,1.04
Patna,2021-02-01,00:00:00,8.8,3.36,8.02,5.53,0.47,1.83,529.68,27.5,247.41,3.85,0.94
Kolkata,2021-02-01,00:00:00,8.73,3.65,7.51,5.01,0.3,2.53,175.3,27.5,301.91,4.33,1.42
Gangotri,2021-02-02,00:00:00,8.65,3.6,7.97,5.28,0.42,4.9,198.33,27.5,202.99,4.2,0.63
Rishikesh,2021-02-02,00:00:00,7.91,3.37,7.77,4.22,0.5,0.84,828.0,27.5,250.48,4.12,1.22
Haridwar,2021-02-02,00:00:00,8.42,3.94,7.26,5.52,0.62,0.4,400.01,27.5,230.89,4.19,1.45
Kanpur,2021-02-02,00:00:00,8.61,4.18,6.96,4.57,0.45,1.71,608.68,27.5,239.19,4.28,0.84
Allahabad,2021-02-02,00:00:00,7.69,3.77,7.56,4.53,0.47,3.16,2.0,27.5,236.89,4.13,0.99
Varanasi,2021-02-02,00:00:00,8.5,3.14,7.26,5.49,0.48,5.58,492.84,27.5,221.25,3.79,1.36
Patna,2021-02-02,00:00:00,7.87,3.83,6.71,5.35,0.52,3.42,113.43,27.5,260.36,4.05,0.86
Kolkata,2021-02-02,00:00:00,7.49,3.15,7.25,5.35,0.45,3.04,426.73,27.5,249.04,3.0,1.17
Gangotri,2021-02-03,00:00:00,8.01,3.74,7.36,5.27,0.7,2.91,310.82,27.5,266.15,4.75,1.08
Rishikesh,2021-02-03,00:00:00,8.34,3.92,8.41,5.21,0.42,2.46,5.78,27.5,247.57,3.31,1.68
Haridwar,2021-02-03,00:00:00,8.6,3.88,7.01,5.34,0.51,0.76,493.45,27.5,219.61,4.88,1.02
Kanpur,2021-02-03,00:00:00,8.3,3.59,7.44,5.13,0.51,0.91,2.0,27.5,231.44,3.83,1.22
Allahabad,2021-02-03,00:00:00,8.56,3.46,7.9,5.13,0.44,1.29,205.82,27.5,271.51,4.43,1.01
Varanasi,2021-02-03,00:00:00,8.85,3.54,8.44,4.96,0.28,3.78,479.68,27.5,229.88,4.83,0.75
Patna,2021-02-03,00:00:00,8.02,3.65,7.14,4.5,0.39,4.42,620.24,27.5,262.05,4.07,0.64
Kolkata,2021-02-03,00:00:00,9.44,3.63,7.72,5.33,0.54,2.83,398.05,27.5,244.74,4.26,0.95
Gangotri,2021-02-04,00:00:00,8.95,3.93,7.4,5.39,0.51,3.49,707.57,27.5,243.84,4.53,0.83
Rishikesh,2021-02-04,00:00:00,8.36,3.29,7.6,4.9,0.46,2.69,191.85,27.5,280.51,4.86,1.25
Haridwar,2021-02-04,00:00:00,9.17,3.02,7.68,5.26,0.59,2.11,401.83,27.5,249.76,3.31,1.58
Kanpur,2021-02-04,00:00:00,7.89,3.59,6.56,5.09,0.54,5.77,2.0,27.5,251.87,3.62,0.82
Allahabad,2021-02-04,00:00:00,7.43,3.06,7.41,3.83,0.6,1.43,187.34,27.5,237.56,3.61,1.23
Varanasi,2021-02-04,00:00:00,9.31,3.64,7.65,4.88,0.53,3.58,2.0,27.5,260.62,3.83,1.23
Patna,2021-02-04,00:00:00,8.06,7.3,7.2,5.28,0.49,3.8,659.69,27.5,249.52,4.37,1.25
Kolkata,2021-02-04,00:00:00,8.0,3.7,7.01,4.67,0.39,0.17,191.08,27.5,248.86,3.48,0.69
Gangotri,2021-02-05,00:00:00,9.3,4.12,7.47,4.84,0.45,3.02,65.03,27.5,232.11,4.27,0.99
Rishikesh,2021-02-05,00:00:00,8.67,3.47,7.35,4.43,0.75,1.99,264.46,27.5,246.41,4.43,1.29
Haridwar,2021-02-05,00:00:00,9.11,3.68,8.08,4.72,0.59,2.16,33.65,27.5,257.87,3.85,0.91
Kanpur,2021-02-05,00:00:00,8.47,3.33,7.39,4.77,0.37,2.46,2.0,27.5,270.07,3.43,1.05
